,Gender,Gap,10_Result,12_Result,Sem1,Sem2,Sem3,Sem4,Sem5,Caste,admission_category
459,Male,0,4,4,2.0,2.0,4.0,3.0,2.0,OPEN,CAP
461,Male,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
462,Male,0,3,3,1.0,2.0,2.0,2.0,2.0,SC,CAP
464,Male,0,4,4,3.0,4.0,4.0,4.0,3.0,OPEN,CAP
465,Male,1,4,4,1.0,1.0,2.0,2.0,2.0,OPEN,CAP
466,Male,0,4,4,1.0,2.0,2.0,2.0,1.0,OPEN,CAP
467,Female,0,4,4,1.0,2.0,2.0,3.0,3.0,SC,CAP
469,Male,0,4,4,1.0,1.0,2.0,1.0,2.0,OPEN,Minority
470,Male,0,3,3,2.0,3.0,3.0,3.0,4.0,OPEN,Minority
471,Male,0,4,4,1.0,2.0,2.0,3.0,3.0,OPEN,CAP
474,Male,0,4,4,2.0,3.0,3.0,3.0,3.0,OPEN,Minority
475,Male,0,4,4,4.0,3.0,4.0,4.0,4.0,OPEN,CAP
476,Male,0,4,4,2.0,2.0,3.0,3.0,3.0,OPEN,Minority
477,Male,0,4,4,3.0,2.0,3.0,3.0,4.0,OPEN,CAP
478,Male,0,4,4,2.0,3.0,4.0,4.0,4.0,OPEN,Minority
479,Male,0,4,4,4.0,4.0,4.0,4.0,3.0,OPEN,CAP
481,Male,0,3,3,2.0,2.0,2.0,2.0,2.0,OPEN,Minority
482,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
483,Female,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
484,Male,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,Tution Waiver Scheme
485,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
486,Male,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,Tution Waiver Scheme
487,Male,0,4,4,2.0,4.0,4.0,4.0,4.0,OBC,CAP
488,Male,0,4,4,3.0,3.0,3.0,3.0,4.0,OPEN,CAP
489,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
490,Male,0,4,4,3.0,4.0,3.0,2.0,4.0,OBC,CAP
491,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
493,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,J&K Migrants
494,Male,0,4,4,1.0,2.0,2.0,2.0,0.0,OPEN,Minority
496,Female,0,4,4,4.0,3.0,3.0,3.0,4.0,OPEN,Minority
497,Female,0,4,4,2.0,2.0,2.0,1.0,2.0,OBC,CAP
498,Male,0,4,4,3.0,4.0,2.0,2.0,3.0,OPEN,Minority
499,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,Tution Waiver Scheme
500,Male,0,4,4,2.0,3.0,2.0,2.0,4.0,OPEN,Minority
502,Male,0,3,3,1.0,1.0,1.0,1.0,3.0,OPEN,Minority
504,Female,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,Minority
505,Male,1,3,3,1.0,0.0,1.0,1.0,4.0,OPEN,Physically Handicapped (PH)
506,Male,0,4,4,3.0,4.0,4.0,3.0,3.0,OPEN,CAP
508,Male,0,4,4,4.0,4.0,2.0,4.0,4.0,OPEN,CAP
509,Male,0,4,4,2.0,3.0,3.0,3.0,3.0,OPEN,Minority
510,Male,0,4,4,3.0,3.0,4.0,3.0,4.0,OPEN,CAP
511,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,Minority
512,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,Minority
513,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
515,Female,0,4,4,3.0,3.0,4.0,3.0,4.0,OPEN,Minority
516,Male,0,3,3,1.0,2.0,2.0,2.0,2.0,OPEN,Minority
518,Male,0,3,3,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
519,Female,0,4,4,1.0,2.0,2.0,3.0,2.0,OPEN,Minority
520,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
524,Male,0,4,4,2.0,3.0,4.0,4.0,3.0,OPEN,CAP
525,Male,0,4,4,2.0,3.0,3.0,2.0,3.0,OPEN,Minority
526,Female,0,4,4,3.0,3.0,4.0,3.0,3.0,OPEN,CAP
527,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
529,Male,0,4,4,3.0,4.0,4.0,3.0,4.0,OPEN,CAP
530,Male,0,4,4,2.0,4.0,4.0,4.0,4.0,OPEN,CAP
531,Male,0,4,4,2.0,3.0,4.0,4.0,4.0,OPEN,Minority
532,Male,0,2,2,1.0,1.0,2.0,2.0,3.0,OPEN,Minority
534,Male,1,4,4,4.0,3.0,4.0,4.0,4.0,OPEN,CAP
535,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
536,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,Minority
537,Female,0,4,4,2.0,3.0,3.0,3.0,3.0,OPEN,Minority
538,Female,0,4,4,4.0,4.0,3.0,4.0,4.0,OPEN,CAP
540,Female,0,4,4,2.0,2.0,3.0,2.0,4.0,OPEN,Minority
541,Male,0,4,4,4.0,4.0,4.0,3.0,4.0,OPEN,CAP
542,Male,0,4,4,2.0,2.0,2.0,2.0,3.0,OPEN,CAP
543,Male,0,4,4,1.0,1.0,2.0,1.0,3.0,OPEN,Minority
544,Male,0,4,4,2.0,3.0,4.0,4.0,4.0,OPEN,Minority
545,Female,1,3,3,1.0,1.0,1.0,1.0,3.0,OPEN,Minority
546,Male,0,4,4,4.0,3.0,4.0,4.0,4.0,OPEN,CAP
547,Male,0,4,4,2.0,2.0,2.0,1.0,2.0,OPEN,Minority
548,Male,1,4,4,1.0,2.0,1.0,2.0,4.0,OPEN,Minority
549,Male,0,4,4,2.0,3.0,2.0,2.0,0.0,OPEN,CAP
550,Male,0,4,4,2.0,2.0,2.0,2.0,3.0,OPEN,Minority
551,Male,0,4,4,1.0,2.0,2.0,1.0,3.0,OPEN,CAP
552,Male,0,4,4,2.0,2.0,1.0,2.0,3.0,OPEN,CAP
553,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
557,Male,0,4,4,4.0,3.0,4.0,4.0,4.0,OBC,CAP
559,Male,0,4,4,2.0,2.0,3.0,3.0,4.0,OPEN,CAP
560,Male,0,4,4,3.0,2.0,2.0,1.0,3.0,OPEN,CAP
561,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,Tution Waiver Scheme
562,Female,0,4,4,2.0,4.0,3.0,4.0,4.0,OPEN,Minority
563,Male,0,4,4,2.0,2.0,2.0,1.0,2.0,OPEN,Minority
564,Female,0,4,4,3.0,3.0,3.0,4.0,4.0,OPEN,CAP
565,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
566,Female,0,4,4,2.0,3.0,3.0,3.0,4.0,OPEN,Minority
567,Female,0,4,4,3.0,2.0,2.0,1.0,2.0,OPEN,Minority
569,Male,0,4,4,3.0,4.0,4.0,2.0,2.0,OPEN,CAP
571,Male,0,4,4,3.0,4.0,3.0,3.0,4.0,OPEN,Minority
572,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
573,Male,0,4,4,3.0,4.0,4.0,3.0,4.0,OPEN,Tution Waiver Scheme
574,Female,0,4,4,2.0,4.0,3.0,4.0,3.0,OPEN,Minority
575,Male,0,4,4,1.0,2.0,1.0,2.0,3.0,OPEN,Minority
576,Male,0,4,4,2.0,3.0,3.0,3.0,4.0,OPEN,Minority
577,Male,0,1,1,1.0,1.0,1.0,1.0,3.0,OPEN,Minority
579,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,Minority
581,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
582,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
583,Male,0,4,4,2.0,3.0,3.0,1.0,3.0,OPEN,CAP
584,Male,0,4,4,2.0,2.0,3.0,2.0,2.0,OPEN,Minority
585,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
586,Female,0,4,4,1.0,2.0,2.0,1.0,3.0,OPEN,Minority
588,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,Tution Waiver Scheme
589,Female,0,4,4,2.0,2.0,2.0,1.0,0.0,OPEN,CAP
590,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
591,Male,0,4,4,4.0,4.0,4.0,3.0,3.0,OPEN,CAP
592,Male,0,4,4,3.0,3.0,4.0,2.0,3.0,OPEN,Minority
593,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
594,Female,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
595,Female,0,4,4,3.0,3.0,4.0,3.0,4.0,OPEN,CAP
596,Male,1,4,4,3.0,3.0,4.0,3.0,4.0,OBC,CAP
597,Female,0,4,4,2.0,3.0,4.0,4.0,4.0,OPEN,Minority
598,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
599,Male,0,4,4,4.0,3.0,3.0,2.0,4.0,OPEN,CAP
600,Male,1,4,4,1.0,1.0,1.0,1.0,2.0,OPEN,Minority
601,Male,0,4,4,2.0,2.0,1.0,2.0,3.0,OPEN,CAP
602,Female,0,3,3,1.0,1.0,3.0,3.0,3.0,OBC,CAP
652,Male,0,4,4,1.0,2.0,2.0,1.0,2.0,OPEN,CAP
653,Male,0,4,4,2.0,3.0,4.0,4.0,4.0,OPEN,CAP
654,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,OBC,CAP
656,Male,0,4,4,1.0,2.0,3.0,4.0,4.0,SC,CAP
657,Female,0,4,4,3.0,2.0,3.0,3.0,4.0,OPEN,CAP
658,Male,0,3,3,1.0,2.0,2.0,2.0,4.0,OPEN,Minority
659,Male,0,4,4,2.0,2.0,4.0,4.0,4.0,OPEN,CAP
662,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
663,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
664,Male,0,3,3,2.0,2.0,2.0,1.0,3.0,OPEN,CAP
665,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,Minority
666,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
669,Female,0,4,4,1.0,2.0,2.0,3.0,4.0,OPEN,CAP
670,Female,0,4,4,3.0,4.0,3.0,3.0,4.0,OPEN,CAP
671,Male,0,4,4,3.0,2.0,4.0,4.0,4.0,OPEN,CAP
672,Female,0,4,4,1.0,2.0,3.0,4.0,4.0,OPEN,CAP
676,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
677,Female,0,4,4,1.0,2.0,2.0,3.0,4.0,OBC,CAP
678,Female,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
679,Female,0,4,4,1.0,2.0,2.0,2.0,4.0,OPEN,CAP
680,Male,0,4,4,2.0,2.0,2.0,3.0,4.0,OPEN,CAP
681,Female,0,4,4,3.0,4.0,4.0,4.0,4.0,SBC,CAP
682,Male,0,4,4,2.0,3.0,4.0,3.0,4.0,OPEN,CAP
683,Female,0,4,4,2.0,3.0,2.0,2.0,2.0,OPEN,CAP
684,Male,1,3,3,2.0,2.0,2.0,3.0,4.0,OPEN,CAP
686,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
689,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
690,Male,0,3,3,1.0,2.0,3.0,1.0,3.0,OPEN,CAP
691,Male,0,4,4,1.0,2.0,2.0,2.0,2.0,SC,CAP
693,Male,0,3,3,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
694,Female,1,4,4,1.0,2.0,1.0,2.0,4.0,OPEN,CAP
695,Female,0,4,4,2.0,3.0,3.0,4.0,4.0,OBC,CAP
696,Female,0,4,4,2.0,3.0,4.0,4.0,4.0,OPEN,CAP
697,Male,0,4,4,3.0,4.0,3.0,4.0,4.0,OPEN,CAP
698,Female,0,4,4,2.0,1.0,1.0,2.0,3.0,OPEN,CAP
699,Male,0,4,4,4.0,4.0,3.0,4.0,4.0,OPEN,CAP
701,Female,0,4,4,2.0,1.0,2.0,3.0,3.0,OPEN,CAP
702,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
703,Female,0,4,4,1.0,2.0,1.0,2.0,3.0,OPEN,CAP
704,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
706,Male,1,4,4,2.0,1.0,3.0,3.0,4.0,OPEN,CAP
707,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
708,Male,0,4,4,2.0,2.0,3.0,4.0,4.0,OPEN,CAP
710,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
712,Male,0,3,3,2.0,2.0,1.0,1.0,2.0,OPEN,CAP
713,Male,1,3,3,2.0,3.0,3.0,3.0,4.0,OPEN,CAP
714,Male,1,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
715,Female,0,4,4,2.0,3.0,4.0,4.0,4.0,OPEN,CAP
716,Female,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
717,Female,0,4,4,3.0,3.0,3.0,4.0,4.0,OPEN,CAP
718,Male,0,3,3,2.0,3.0,1.0,1.0,3.0,OPEN,CAP
720,Female,0,4,4,2.0,2.0,3.0,3.0,4.0,OPEN,CAP
721,Male,0,4,4,2.0,2.0,2.0,3.0,4.0,OBC,CAP
722,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
723,Male,0,4,4,4.0,3.0,4.0,4.0,4.0,OPEN,CAP
726,Female,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
727,Male,0,4,4,2.0,3.0,3.0,4.0,4.0,OPEN,CAP
728,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
729,Male,0,4,4,2.0,3.0,1.0,3.0,4.0,OPEN,CAP
730,Male,0,4,4,1.0,2.0,1.0,2.0,2.0,OBC,CAP
731,Male,0,4,4,4.0,3.0,4.0,3.0,4.0,OPEN,CAP
732,Male,0,4,4,3.0,3.0,4.0,3.0,4.0,OPEN,CAP
733,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
734,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
736,Female,0,4,4,2.0,2.0,2.0,3.0,4.0,OPEN,CAP
737,Male,0,2,2,1.0,2.0,2.0,1.0,2.0,OPEN,CAP
738,Female,0,4,4,2.0,3.0,4.0,4.0,4.0,OPEN,CAP
739,Male,0,4,4,3.0,3.0,3.0,3.0,4.0,OPEN,CAP
740,Female,0,4,4,4.0,4.0,3.0,4.0,4.0,OPEN,CAP
741,Female,0,4,4,3.0,3.0,4.0,4.0,4.0,OPEN,CAP
742,Male,0,4,4,3.0,3.0,3.0,3.0,4.0,OPEN,CAP
743,Female,0,4,4,1.0,2.0,1.0,1.0,3.0,OPEN,CAP
744,Male,0,4,4,2.0,2.0,2.0,2.0,2.0,OPEN,CAP
745,Male,0,4,4,2.0,3.0,4.0,3.0,2.0,OPEN,CAP
746,Female,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
747,Male,0,4,4,1.0,1.0,1.0,1.0,2.0,SC,CAP
748,Male,0,4,4,3.0,3.0,2.0,3.0,4.0,OPEN,CAP
749,Male,0,4,4,3.0,3.0,3.0,2.0,4.0,OPEN,CAP
751,Female,0,4,4,3.0,3.0,3.0,3.0,4.0,OPEN,CAP
752,Female,0,4,4,1.0,2.0,2.0,2.0,3.0,OPEN,CAP
753,Female,0,4,4,2.0,3.0,1.0,3.0,4.0,OPEN,CAP
754,Male,0,4,4,4.0,4.0,3.0,4.0,4.0,OPEN,CAP
755,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
756,Male,0,4,4,2.0,3.0,2.0,2.0,3.0,OPEN,CAP
757,Male,0,2,2,2.0,2.0,1.0,1.0,2.0,OPEN,CAP
759,Male,0,3,3,2.0,2.0,2.0,3.0,4.0,OPEN,CAP
760,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
763,Female,1,4,4,1.0,1.0,1.0,1.0,3.0,OPEN,CAP
765,Male,0,4,4,2.0,2.0,2.0,1.0,2.0,OPEN,CAP
767,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
768,Male,0,4,4,1.0,2.0,1.0,2.0,4.0,OPEN,Minority
771,Male,0,4,4,2.0,3.0,4.0,4.0,4.0,OPEN,CAP
772,Male,1,3,3,1.0,1.0,1.0,1.0,3.0,OPEN,CAP
773,Male,0,4,4,1.0,3.0,3.0,3.0,4.0,OPEN,Minority
774,Female,0,4,4,4.0,3.0,4.0,4.0,4.0,OPEN,CAP
775,Male,0,4,4,2.0,2.0,2.0,4.0,4.0,OPEN,CAP
776,Male,0,4,4,1.0,1.0,1.0,3.0,1.0,OPEN,CAP
777,Male,0,4,4,3.0,4.0,4.0,4.0,4.0,OPEN,CAP
778,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OPEN,CAP
779,Female,1,4,4,1.0,1.0,1.0,1.0,2.0,OPEN,Minority
780,Male,0,4,4,2.0,3.0,4.0,3.0,4.0,OPEN,CAP
781,Male,0,4,4,2.0,3.0,3.0,3.0,4.0,OPEN,CAP
782,Female,0,4,4,2.0,3.0,4.0,4.0,4.0,OPEN,CAP
783,Female,0,4,4,3.0,3.0,3.0,4.0,4.0,OPEN,CAP
784,Male,0,4,4,1.0,1.0,2.0,3.0,4.0,OBC,CAP
785,Male,0,4,4,3.0,3.0,3.0,4.0,4.0,OPEN,CAP
786,Male,2,3,3,0.0,2.0,1.0,1.0,3.0,OPEN,Minority
787,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,Open,CAP
788,Female,0,4,4,3.0,3.0,4.0,4.0,4.0,Open,CAP
790,Male,0,4,4,2.0,2.0,3.0,4.0,3.0,Open,Minority
792,Female,0,4,4,3.0,3.0,4.0,4.0,3.0,Open,Minority
793,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,Minority
795,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,Minority
796,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,Minority
797,Female,0,4,4,2.0,3.0,3.0,3.0,3.0,Open,Minority
799,Male,0,4,4,4.0,4.0,3.0,4.0,4.0,Open,Minority
802,Female,0,4,4,2.0,3.0,3.0,4.0,4.0,Open,Minority
803,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
806,Male,0,4,4,3.0,2.0,3.0,3.0,2.0,Open,Minority
807,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
808,Male,0,4,4,2.0,2.0,3.0,3.0,3.0,Open,CAP
809,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,Open,CAP
810,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,Minority
811,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
812,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,Open,CAP
815,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
816,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,Minority
818,Male,0,4,4,2.0,2.0,2.0,2.0,2.0,Open,Minority
819,Male,0,4,4,2.0,3.0,3.0,3.0,3.0,Open,CAP
820,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,Open,Minority
821,Male,0,3,3,1.0,1.0,2.0,3.0,2.0,Open,CAP
822,Female,0,4,4,2.0,4.0,3.0,4.0,4.0,Open,Minority
823,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,Open,Minority
824,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
825,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
827,Female,0,4,4,3.0,3.0,4.0,4.0,4.0,Open,Minority
828,Male,0,4,4,3.0,3.0,3.0,4.0,3.0,Open,CAP
830,Female,0,4,4,4.0,3.0,4.0,4.0,4.0,Open,CAP
831,Female,1,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
832,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,Minority
833,Female,0,4,4,3.0,3.0,4.0,4.0,4.0,Open,Minority
834,Male,0,4,4,4.0,3.0,3.0,4.0,3.0,Open,CAP
835,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
836,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
837,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
838,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,Open,CAP
839,Female,0,3,3,2.0,3.0,3.0,4.0,4.0,OBC,CAP
840,Male,0,4,4,3.0,4.0,4.0,4.0,4.0,Open,Minority
841,Female,0,4,4,3.0,2.0,3.0,4.0,4.0,Open,Minority
842,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,Open,Minority
843,Male,0,3,3,4.0,3.0,4.0,4.0,4.0,Open,Minority
844,Female,0,4,4,3.0,3.0,4.0,4.0,4.0,Open,Minority
845,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
847,Male,0,4,4,3.0,4.0,4.0,4.0,4.0,Open,Minority
848,Male,0,4,4,3.0,3.0,4.0,3.0,4.0,Open,Minority
849,Female,0,4,4,2.0,3.0,4.0,4.0,4.0,Open,Minority
850,Female,0,4,4,4.0,3.0,4.0,4.0,4.0,Open,Minority
851,Male,0,4,4,2.0,1.0,3.0,3.0,3.0,Open,CAP
852,Male,0,4,4,3.0,3.0,3.0,4.0,4.0,Open,CAP
853,Male,0,4,4,4.0,3.0,4.0,4.0,4.0,Open,CAP
854,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
855,Female,0,4,4,3.0,4.0,4.0,4.0,4.0,Open,CAP
856,Male,0,4,4,4.0,3.0,4.0,4.0,4.0,Open,CAP
857,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
859,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
860,Male,0,4,4,2.0,2.0,2.0,3.0,3.0,Open,Minority
861,Male,0,4,4,3.0,4.0,4.0,4.0,4.0,Open,CAP
862,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
863,Male,0,4,4,3.0,3.0,3.0,3.0,4.0,Open,Minority
864,Male,0,3,3,2.0,2.0,2.0,1.0,3.0,Open,Minority
865,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
866,Male,0,4,4,2.0,3.0,4.0,4.0,4.0,OBC,CAP
867,Male,0,4,4,2.0,2.0,4.0,3.0,4.0,Open,Minority
868,Male,1,4,4,2.0,2.0,3.0,2.0,3.0,Open,CAP
869,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
870,Female,0,4,4,4.0,3.0,4.0,4.0,4.0,Open,Minority
871,Male,0,4,4,1.0,2.0,3.0,3.0,2.0,Open,CAP
872,Female,0,4,4,3.0,4.0,4.0,4.0,4.0,KOSHTI (3-1),CAP
874,Female,0,4,4,4.0,4.0,3.0,3.0,4.0,Open,Minority
875,Male,0,4,4,3.0,3.0,3.0,3.0,3.0,Open,Minority
876,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,Minority
877,Male,0,3,3,3.0,3.0,4.0,4.0,4.0,Open,CAP
878,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
879,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
880,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
881,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,Minority
884,Male,1,4,4,3.0,3.0,4.0,4.0,4.0,Open,CAP
886,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,OBC,CAP
887,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,Minority
888,Female,0,4,4,3.0,3.0,3.0,3.0,4.0,Open,Minority
889,Male,0,4,4,3.0,4.0,4.0,4.0,4.0,Open,CAP
891,Male,0,3,3,3.0,4.0,4.0,4.0,4.0,Open,Minority
892,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,Open,Minority
893,Male,0,4,4,4.0,4.0,3.0,3.0,2.0,Open,CAP
894,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,Minority
895,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,Minority
896,Female,0,4,4,3.0,3.0,4.0,4.0,4.0,Open,Minority
898,Male,0,4,4,4.0,3.0,4.0,4.0,4.0,Open,CAP
899,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,Minority
902,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
904,Male,0,4,4,3.0,4.0,4.0,4.0,4.0,Open,Minority
905,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,Open,Minority
906,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
907,Female,0,4,4,4.0,3.0,4.0,4.0,4.0,Open,CAP
908,Male,0,4,4,4.0,3.0,3.0,4.0,4.0,SC,CAP
909,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
910,Female,0,4,4,3.0,2.0,4.0,3.0,3.0,Open,Minority
911,Male,0,4,4,2.0,1.0,1.0,2.0,2.0,Open,CAP
912,Male,0,4,4,2.0,2.0,3.0,3.0,3.0,Open,CAP
913,Male,0,4,4,3.0,3.0,3.0,4.0,4.0,Open,CAP
914,Male,0,4,4,3.0,3.0,3.0,3.0,3.0,Open,CAP
915,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
916,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
917,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,Open,CAP
918,Male,0,4,4,4.0,3.0,4.0,4.0,4.0,Open,CAP
920,Female,0,4,4,3.0,3.0,4.0,4.0,4.0,Open,Minority
921,Male,0,4,4,1.0,1.0,2.0,2.0,2.0,Open,Minority
922,Male,0,4,4,4.0,3.0,3.0,3.0,4.0,Open,CAP
923,Male,0,4,4,4.0,3.0,4.0,4.0,3.0,Open,Minority
925,Male,0,4,4,2.0,2.0,3.0,2.0,3.0,Open,CAP
926,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,OBC,CAP
930,Male,0,4,4,4.0,3.0,4.0,4.0,4.0,Open,CAP
931,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
932,Female,0,4,4,2.0,2.0,3.0,4.0,4.0,Open,Minority
933,Male,0,4,4,3.0,2.0,2.0,3.0,3.0,Open,Minority
934,Male,0,4,4,3.0,3.0,3.0,3.0,3.0,Open,Minority
936,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,Minority
937,Male,0,4,4,3.0,3.0,4.0,4.0,4.0,Open,Minority
938,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,Minority
939,Female,0,4,4,1.0,2.0,2.0,3.0,3.0,Open,Minority
942,Male,0,4,4,2.0,2.0,2.0,2.0,3.0,Open,Minority
943,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,Minority
944,Male,1,4,4,2.0,2.0,2.0,2.0,2.0,Open,CAP
945,Female,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
946,Male,0,4,4,2.0,3.0,3.0,3.0,3.0,Open,Minority
947,Male,0,4,4,4.0,4.0,4.0,4.0,4.0,Open,CAP
948,Male,0,4,4,2.0,1.0,2.0,2.0,2.0,Open,Minority
949,Female,0,4,4,3.0,3.0,4.0,4.0,4.0,Open,CAP
