,Division,Gender,Gap,10_Result,12_Result,Sem1,Sem2,Sem3,Sem4,Sem5,Caste,admission_category
1680,376,376,0.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,376,376
1681,370,370,0.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,370,370
1683,371,371,0.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0,371,371
1684,372,372,0.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,372,372
1686,373,373,0.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,373,373
1688,374,374,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,374,374
1690,375,375,0.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,375,375
1691,377,377,0.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,377,377
1692,384,384,0.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,384,384
1693,378,378,0.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,378,378
1694,379,379,0.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,379,379
1695,380,380,0.0,4.0,4.0,6.0,6.0,6.0,5.0,5.0,380,380
1696,381,381,0.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,381,381
1697,382,382,0.0,3.0,3.0,5.0,6.0,5.0,5.0,7.0,382,382
1700,383,383,0.0,4.0,4.0,6.0,6.0,5.0,6.0,7.0,383,383
1701,403,403,0.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,403,403
1703,405,405,0.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,405,405
1704,440,440,0.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,440,440
1705,406,406,0.0,4.0,4.0,4.0,5.0,5.0,5.0,7.0,406,406
1706,425,425,0.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,425,425
1707,426,426,0.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,426,426
1708,427,427,0.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,427,427
1709,428,428,0.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,428,428
1710,429,429,0.0,4.0,4.0,4.0,5.0,3.0,5.0,6.0,429,429
1711,430,430,0.0,4.0,4.0,5.0,7.0,5.0,7.0,7.0,430,430
1713,431,431,0.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,431,431
1714,432,432,0.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,432,432
1719,433,433,0.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,433,433
1720,434,434,0.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,434,434
1721,435,435,0.0,4.0,4.0,6.0,5.0,5.0,4.0,5.0,435,435
1722,436,436,0.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,436,436
1723,437,437,0.0,4.0,4.0,5.0,5.0,5.0,6.0,7.0,437,437
1724,438,438,0.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,438,438
1725,439,439,0.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,439,439
1728,424,424,0.0,4.0,4.0,7.0,7.0,6.0,7.0,7.0,424,424
1729,423,423,0.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,423,423
1731,422,422,0.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0,422,422
1735,413,413,0.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,413,413
1737,407,407,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,407,407
1738,408,408,0.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,408,408
1739,409,409,0.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,409,409
1740,410,410,0.0,4.0,4.0,7.0,7.0,7.0,5.0,7.0,410,410
1742,411,411,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,411,411
1745,412,412,0.0,4.0,4.0,6.0,6.0,5.0,6.0,6.0,412,412
1746,414,414,0.0,3.0,3.0,7.0,6.0,6.0,6.0,7.0,414,414
1747,421,421,0.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,421,421
1748,415,415,0.0,4.0,4.0,3.0,4.0,4.0,6.0,6.0,415,415
1749,416,416,0.0,4.0,4.0,5.0,6.0,6.0,7.0,7.0,416,416
1750,417,417,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,417,417
1751,418,418,0.0,3.0,3.0,6.0,6.0,6.0,5.0,6.0,418,418
1752,419,419,0.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,419,419
1753,420,420,0.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,420,420
1754,369,369,0.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,369,369
1756,404,404,0.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,404,404
1757,368,368,0.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,368,368
1759,330,330,0.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,330,330
1760,314,314,0.0,4.0,4.0,5.0,4.0,4.0,4.0,0.0,314,314
1764,315,315,0.0,4.0,4.0,6.0,6.0,5.0,4.0,5.0,315,315
1765,316,316,0.0,3.0,3.0,4.0,5.0,5.0,6.0,6.0,316,316
1767,317,317,0.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,317,317
1769,318,318,0.0,3.0,3.0,5.0,5.0,6.0,5.0,5.0,318,318
1770,319,319,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,319,319
1771,320,320,0.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,320,320
1774,321,321,0.0,4.0,4.0,4.0,5.0,6.0,6.0,5.0,321,321
1775,322,322,0.0,4.0,4.0,7.0,6.0,6.0,6.0,6.0,322,322
1777,323,323,0.0,4.0,4.0,7.0,6.0,7.0,6.0,7.0,323,323
1780,324,324,0.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,324,324
1781,325,325,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,325,325
1782,326,326,0.0,3.0,3.0,3.0,3.0,4.0,3.0,0.0,326,326
1783,327,327,0.0,4.0,4.0,6.0,6.0,5.0,5.0,6.0,327,327
1784,328,328,0.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,328,328
1785,313,313,0.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,313,313
1789,312,312,0.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,312,312
1791,311,311,0.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,311,311
1792,302,302,0.0,4.0,4.0,3.0,4.0,5.0,5.0,6.0,302,302
1794,296,296,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,296,296
1795,297,297,0.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,297,297
1796,298,298,0.0,4.0,4.0,5.0,7.0,6.0,6.0,6.0,298,298
1797,299,299,0.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,299,299
1799,300,300,0.0,4.0,4.0,6.0,6.0,7.0,6.0,6.0,300,300
1801,301,301,0.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,301,301
1802,303,303,0.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,303,303
1803,310,310,0.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,310,310
1804,304,304,0.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,304,304
1805,305,305,0.0,4.0,4.0,7.0,6.0,6.0,5.0,5.0,305,305
1806,306,306,0.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,306,306
1808,307,307,0.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,307,307
1809,308,308,0.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,308,308
1810,309,309,0.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,309,309
1811,329,329,0.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,329,329
1812,331,331,0.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,331,331
1813,366,366,0.0,4.0,4.0,7.0,6.0,6.0,6.0,5.0,366,366
1814,332,332,0.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,332,332
1815,351,351,0.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,351,351
1816,352,352,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,352,352
1818,353,353,0.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,353,353
1819,354,354,0.0,4.0,4.0,7.0,6.0,6.0,6.0,5.0,354,354
1820,355,355,0.0,4.0,4.0,7.0,7.0,7.0,7.0,6.0,355,355
1821,356,356,0.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,356,356
1822,357,357,0.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,357,357
1824,358,358,0.0,3.0,3.0,5.0,5.0,5.0,6.0,5.0,358,358
1825,359,359,0.0,4.0,4.0,7.0,6.0,6.0,6.0,6.0,359,359
1826,360,360,0.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,360,360
1827,361,361,0.0,4.0,4.0,6.0,6.0,5.0,6.0,5.0,361,361
1830,362,362,0.0,4.0,4.0,7.0,7.0,6.0,7.0,7.0,362,362
1831,363,363,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,363,363
1832,364,364,0.0,4.0,4.0,7.0,7.0,5.0,4.0,4.0,364,364
1833,365,365,0.0,4.0,4.0,6.0,5.0,5.0,5.0,4.0,365,365
1834,350,350,0.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,350,350
1836,349,349,0.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,349,349
1837,348,348,0.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,348,348
1838,339,339,0.0,4.0,4.0,6.0,6.0,5.0,5.0,4.0,339,339
1840,333,333,0.0,4.0,4.0,6.0,6.0,6.0,5.0,5.0,333,333
1841,334,334,0.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,334,334
1842,335,335,0.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,335,335
1846,336,336,0.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,336,336
1847,337,337,0.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,337,337
1848,338,338,0.0,4.0,4.0,6.0,6.0,5.0,6.0,5.0,338,338
1849,340,340,0.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,340,340
1850,347,347,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,347,347
1851,341,341,0.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,341,341
1852,342,342,0.0,4.0,4.0,6.0,7.0,6.0,7.0,6.0,342,342
1853,343,343,0.0,4.0,4.0,7.0,6.0,7.0,7.0,6.0,343,343
1855,344,344,0.0,3.0,3.0,7.0,7.0,6.0,7.0,5.0,344,344
1856,345,345,0.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,345,345
1857,346,346,0.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,346,346
1858,367,367,0.0,3.0,3.0,5.0,5.0,6.0,6.0,6.0,367,367
1859,442,442,0.0,3.0,3.0,5.0,6.0,5.0,5.0,5.0,442,442
1860,515,515,0.0,4.0,4.0,5.0,5.0,6.0,6.0,5.0,515,515
1861,443,443,0.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,443,443
1863,536,536,0.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,536,536
1864,537,537,0.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,537,537
1865,538,538,0.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,538,538
1866,539,539,0.0,4.0,4.0,4.0,5.0,4.0,6.0,4.0,539,539
1868,540,540,0.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,540,540
1869,541,541,0.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,541,541
1870,542,542,0.0,4.0,4.0,7.0,6.0,6.0,6.0,5.0,542,542
1871,543,543,0.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,543,543
1872,544,544,0.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,544,544
1873,545,545,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,545,545
1874,546,546,0.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,546,546
1875,547,547,0.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,547,547
1876,548,548,0.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,548,548
1877,549,549,0.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,549,549
1878,550,550,0.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,550,550
1879,535,535,0.0,3.0,3.0,6.0,6.0,6.0,5.0,6.0,535,535
1880,534,534,0.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,534,534
1881,533,533,0.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,533,533
1882,524,524,0.0,4.0,4.0,7.0,7.0,6.0,7.0,7.0,524,524
1883,518,518,0.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,518,518
1884,519,519,0.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,519,519
1942,520,520,0.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,520,520
1944,521,521,0.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,521,521
1945,522,522,0.0,4.0,4.0,7.0,7.0,6.0,7.0,7.0,522,522
1946,523,523,0.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,523,523
1947,525,525,0.0,4.0,4.0,6.0,6.0,4.0,6.0,6.0,525,525
1948,532,532,0.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,532,532
1949,526,526,0.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,526,526
1950,527,527,0.0,4.0,4.0,4.0,5.0,7.0,6.0,6.0,527,527
1951,528,528,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,528,528
1953,529,529,0.0,4.0,4.0,7.0,6.0,7.0,7.0,7.0,529,529
1954,530,530,0.0,4.0,4.0,6.0,7.0,6.0,7.0,7.0,530,530
1955,531,531,0.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,531,531
1956,551,551,0.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,551,551
1958,553,553,0.0,4.0,4.0,6.0,5.0,5.0,6.0,6.0,553,553
1960,588,588,0.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,588,588
1964,554,554,0.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,554,554
1965,573,573,0.0,4.0,4.0,3.0,3.0,4.0,3.0,0.0,573,573
1966,574,574,0.0,3.0,3.0,4.0,4.0,4.0,5.0,6.0,574,574
1967,575,575,0.0,4.0,4.0,5.0,7.0,7.0,7.0,7.0,575,575
1968,576,576,0.0,3.0,3.0,4.0,5.0,5.0,5.0,3.0,576,576
1969,577,577,0.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,577,577
1970,578,578,0.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,578,578
1971,579,579,0.0,4.0,4.0,4.0,5.0,4.0,5.0,6.0,579,579
1972,580,580,0.0,4.0,4.0,5.0,6.0,6.0,7.0,6.0,580,580
1973,581,581,0.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,581,581
1974,582,582,0.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,582,582
1975,583,583,0.0,4.0,4.0,6.0,5.0,6.0,6.0,5.0,583,583
1977,584,584,0.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,584,584
1978,585,585,0.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,585,585
1979,586,586,0.0,3.0,3.0,5.0,7.0,6.0,7.0,7.0,586,586
1981,587,587,0.0,4.0,4.0,5.0,5.0,5.0,7.0,7.0,587,587
1982,572,572,0.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,572,572
1983,571,571,0.0,4.0,4.0,7.0,6.0,6.0,6.0,6.0,571,571
1984,570,570,0.0,4.0,4.0,6.0,5.0,6.0,7.0,7.0,570,570
1985,561,561,0.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,561,561
1987,555,555,0.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,555,555
1988,556,556,0.0,4.0,4.0,4.0,4.0,3.0,5.0,6.0,556,556
1989,557,557,0.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,557,557
1990,558,558,0.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,558,558
1991,559,559,0.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,559,559
1994,560,560,0.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,560,560
1995,562,562,0.0,3.0,3.0,3.0,4.0,4.0,5.0,6.0,562,562
1996,569,569,0.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,569,569
1997,563,563,0.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,563,563
1998,564,564,0.0,4.0,4.0,5.0,6.0,6.0,6.0,7.0,564,564
2001,565,565,0.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,565,565
2004,566,566,0.0,4.0,4.0,6.0,7.0,6.0,7.0,7.0,566,566
2005,567,567,0.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,567,567
2007,568,568,0.0,4.0,4.0,6.0,6.0,6.0,5.0,6.0,568,568
2008,517,517,0.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,517,517
2010,552,552,0.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,552,552
2011,516,516,0.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,516,516
2014,478,478,0.0,4.0,4.0,4.0,5.0,5.0,0.0,4.0,478,478
2015,462,462,0.0,3.0,3.0,5.0,5.0,5.0,0.0,0.0,462,462
2016,463,463,0.0,3.0,3.0,5.0,4.0,5.0,0.0,0.0,463,463
2017,464,464,0.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,464,464
2018,465,465,0.0,3.0,3.0,7.0,7.0,7.0,7.0,3.0,465,465
2020,466,466,0.0,4.0,4.0,6.0,5.0,6.0,7.0,6.0,466,466
2021,467,467,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,467,467
2022,468,468,0.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,468,468
2025,469,469,0.0,3.0,3.0,4.0,5.0,4.0,4.0,6.0,469,469
2026,470,470,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,470,470
2027,471,471,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,471,471
2028,472,472,0.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,472,472
2029,473,473,0.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,473,473
2030,474,474,0.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,474,474
2031,475,475,0.0,3.0,3.0,0.0,0.0,0.0,7.0,4.0,475,475
2032,476,476,0.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,476,476
2033,461,461,0.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,461,461
2034,460,460,0.0,4.0,4.0,6.0,7.0,6.0,6.0,7.0,460,460
2035,459,459,0.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,459,459
2036,450,450,0.0,3.0,3.0,5.0,6.0,6.0,6.0,7.0,450,450
2039,444,444,0.0,3.0,3.0,0.0,0.0,3.0,0.0,4.0,444,444
2040,445,445,0.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,445,445
2041,446,446,0.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,446,446
2042,447,447,0.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,447,447
2043,448,448,0.0,4.0,4.0,5.0,5.0,7.0,7.0,6.0,448,448
2044,449,449,0.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,449,449
2045,451,451,0.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,451,451
2046,458,458,0.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,458,458
2047,452,452,0.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,452,452
2048,453,453,0.0,4.0,4.0,7.0,6.0,7.0,7.0,7.0,453,453
2049,454,454,0.0,3.0,3.0,6.0,7.0,7.0,6.0,6.0,454,454
2052,455,455,0.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,455,455
2053,456,456,0.0,4.0,4.0,4.0,3.0,3.0,4.0,6.0,456,456
2054,457,457,0.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,457,457
2056,477,477,0.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,477,477
2057,479,479,0.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,479,479
2058,514,514,0.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,514,514
2061,480,480,0.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,480,480
2062,499,499,0.0,4.0,4.0,3.0,4.0,5.0,6.0,5.0,499,499
2064,500,500,0.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,500,500
2065,501,501,0.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,501,501
2066,502,502,0.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,502,502
2067,503,503,0.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,503,503
2068,504,504,0.0,4.0,4.0,6.0,5.0,6.0,7.0,6.0,504,504
2069,505,505,0.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,505,505
2070,506,506,0.0,3.0,3.0,4.0,3.0,5.0,6.0,5.0,506,506
2071,507,507,0.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,507,507
2072,508,508,0.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,508,508
2073,509,509,0.0,4.0,4.0,5.0,6.0,6.0,7.0,6.0,509,509
2074,510,510,0.0,3.0,3.0,0.0,0.0,4.0,5.0,4.0,510,510
2075,511,511,0.0,3.0,3.0,4.0,5.0,4.0,3.0,0.0,511,511
2076,512,512,0.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,512,512
2077,513,513,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,513,513
2078,498,498,0.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,498,498
2079,497,497,0.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,497,497
2080,496,496,0.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,496,496
2081,487,487,0.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,487,487
2082,481,481,0.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,481,481
2083,482,482,0.0,3.0,3.0,0.0,0.0,3.0,4.0,3.0,482,482
2084,483,483,0.0,4.0,4.0,3.0,3.0,3.0,5.0,6.0,483,483
2085,484,484,0.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,484,484
2086,485,485,0.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0,485,485
2087,486,486,0.0,4.0,4.0,6.0,6.0,5.0,6.0,6.0,486,486
2089,488,488,0.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,488,488
2090,495,495,0.0,3.0,3.0,4.0,5.0,6.0,6.0,7.0,495,495
2091,489,489,0.0,4.0,4.0,5.0,5.0,7.0,7.0,7.0,489,489
2093,490,490,0.0,4.0,4.0,3.0,4.0,5.0,6.0,7.0,490,490
2094,491,491,0.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,491,491
2095,492,492,0.0,3.0,3.0,3.0,4.0,4.0,4.0,6.0,492,492
2096,493,493,0.0,3.0,3.0,4.0,4.0,6.0,6.0,7.0,493,493
2098,494,494,1.0,3.0,3.0,6.0,6.0,7.0,7.0,7.0,494,494
2100,295,295,0.0,4.0,4.0,5.0,5.0,7.0,7.0,6.0,295,295
2101,294,294,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,294,294
2102,293,293,0.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,293,293
2103,219,219,1.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,219,219
2104,92,92,0.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,92,92
2105,93,93,0.0,3.0,3.0,6.0,7.0,7.0,7.0,7.0,93,93
2106,94,94,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,94,94
2109,95,95,0.0,4.0,4.0,3.0,4.0,4.0,5.0,6.0,95,95
2110,96,96,0.0,4.0,4.0,5.0,6.0,5.0,5.0,7.0,96,96
2111,97,97,0.0,4.0,4.0,5.0,4.0,6.0,6.0,7.0,97,97
2112,98,98,0.0,4.0,4.0,3.0,4.0,5.0,6.0,6.0,98,98
2113,99,99,0.0,3.0,3.0,4.0,5.0,5.0,5.0,7.0,99,99
2116,100,100,0.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,100,100
2117,101,101,0.0,4.0,4.0,3.0,4.0,4.0,5.0,6.0,101,101
2118,102,102,0.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,102,102
2119,103,103,0.0,3.0,3.0,3.0,4.0,4.0,4.0,6.0,103,103
2120,104,104,0.0,3.0,3.0,4.0,4.0,4.0,5.0,6.0,104,104
2121,105,105,0.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,105,105
2122,106,106,0.0,4.0,4.0,5.0,6.0,7.0,7.0,7.0,106,106
2123,91,91,0.0,3.0,3.0,4.0,5.0,6.0,5.0,7.0,91,91
2124,90,90,0.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,90,90
2125,89,89,1.0,3.0,3.0,4.0,4.0,4.0,5.0,7.0,89,89
2126,80,80,0.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,80,80
2128,74,74,0.0,4.0,4.0,6.0,6.0,6.0,7.0,7.0,74,74
2131,75,75,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,75,75
2132,76,76,0.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,76,76
2133,77,77,0.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,77,77
2135,78,78,0.0,3.0,3.0,5.0,5.0,6.0,7.0,7.0,78,78
2136,79,79,1.0,3.0,3.0,3.0,4.0,3.0,4.0,6.0,79,79
2137,81,81,0.0,3.0,3.0,4.0,5.0,5.0,6.0,7.0,81,81
2138,88,88,0.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,88,88
2139,82,82,0.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,82,82
2140,83,83,0.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,83,83
2141,84,84,0.0,3.0,3.0,6.0,6.0,5.0,6.0,6.0,84,84
2142,85,85,0.0,3.0,3.0,4.0,5.0,4.0,6.0,6.0,85,85
2143,86,86,0.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,86,86
2144,87,87,1.0,4.0,4.0,5.0,4.0,5.0,4.0,6.0,87,87
2145,107,107,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,107,107
2146,109,109,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,109,109
2147,144,144,0.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,144,144
2148,110,110,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,110,110
2149,129,129,0.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,129,129
2150,130,130,0.0,3.0,3.0,5.0,5.0,4.0,5.0,6.0,130,130
2152,131,131,0.0,4.0,4.0,6.0,5.0,6.0,6.0,7.0,131,131
2153,132,132,1.0,3.0,3.0,4.0,3.0,5.0,5.0,6.0,132,132
2154,133,133,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,133,133
2155,134,134,0.0,3.0,3.0,4.0,4.0,5.0,6.0,7.0,134,134
2157,135,135,0.0,4.0,4.0,6.0,6.0,7.0,7.0,7.0,135,135
2159,136,136,0.0,3.0,3.0,6.0,5.0,7.0,7.0,7.0,136,136
2160,137,137,0.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,137,137
